cuedc2_rif,cuedc2_par,cuedc2_dig,cuedc2_mid,cuedc2_erg
21.462213876155737,16.15524358930266,14.673777004684672,12.634160700468286,15.759337952563166
21.668067746455428,15.796561751228609,14.83734585772405,12.413797817448842,15.557281600904233
22.085273884227856,15.474908590799224,14.979015953102891,12.163024545675471,15.278953250831105
21.979439248279366,15.529733271224412,14.721749280266902,11.918400279710923,15.522496825529158
21.83413333263154,15.307718198427814,14.674622429730917,12.038396829771653,15.82463511355299
21.906979540581325,15.205402437294985,14.34672551568271,12.320125806546935,15.641706494688385
21.981359001467457,15.08099167780591,14.751142838193152,12.569890026667212,15.555820740781812
22.331205766878963,15.017726063772011,14.68957361369105,12.493894897675046,15.80561815022672
22.046062660635638,14.666126937539381,14.305102373816446,12.723028397187607,16.155200298643486
21.675926098316054,14.731726308659047,14.289330591292856,12.298779171964334,15.889197458097753
21.507938523908614,14.771997224682307,14.05866987159446,12.648940034575627,15.813490389455074
21.36461151208041,14.63853296989456,13.645490057638403,12.836728108367943,15.736462472269963
21.211163193268533,14.814292519967735,13.48107374423038,12.820043706905725,15.645527645051299
21.274134836243547,14.942686104091075,13.616453064510553,13.00531095668982,15.18708269924716
21.444037576330594,15.115063674711756,13.55585606165222,12.748690222754236,14.805849399720145
21.4693098340619,14.842336898149915,13.74093291095465,12.847433923443802,15.313254180676655
21.426553363648672,14.843971152919742,13.796338628627684,12.773824005439613,15.45111679699121
21.490659785400776,14.559982488639031,13.71018384321961,12.538716803617726,15.361433413235064
21.631738365084658,14.69416637023675,13.683704148528202,12.920217398088948,15.130097669118312
21.639692371512748,14.845065713483224,13.961747651629599,12.96493807806071,15.191126646992256
21.696791536389696,15.02487761392692,13.879271879467906,12.951238720279154,15.019372134256548
22.029471552209337,15.286455539202029,13.985833250999933,13.007430991563709,14.501989280689408
22.433933377306097,15.010547828263745,13.90470187841601,13.150025831487469,14.330980441494944
22.816779307360562,15.009647468075928,13.913676701387578,12.808304639363643,14.47246618313019
22.9069913541216,15.094338032025478,13.751683933019601,12.740165371957117,14.671999786166444
22.87316306086654,15.197119086890917,13.745438596986006,12.65237862596948,14.732693576259264
22.924502489585723,15.259307487839758,13.424182542599688,12.721637197653756,14.659029558291902
22.6703229556224,15.071137325225703,13.242067812055959,12.80229713671529,15.126841741980673
22.26624093087979,15.280833438879071,12.956396531324128,12.786871416078863,15.29909080129232
22.679612460361845,15.500521418284476,13.485608982992208,13.024870944335792,15.557972118888792
22.848067396525455,15.591023943003968,13.544519894466225,12.862787750339528,15.456507194290232
23.188970724815732,15.83351362953432,13.823448065523278,12.514468172831654,15.560806629510783
22.93055909657777,16.12324555468657,13.910373925825935,12.470198419069671,16.09995417401562
22.641610939653155,16.41262732863264,14.271753720175248,12.24897932051369,16.027082908782862
22.46513762984721,16.80392507495707,13.91052877735656,12.392476907248108,15.683520488165916
22.11882514229673,16.865312909375305,13.670202872269487,12.550594110705921,16.149368260101458
21.886194965161486,16.568663600811657,13.94600553114932,12.154617748000708,16.158150173706684
21.94420155654498,16.377851110132205,13.897984827250776,11.992908790091168,16.102544661115495
22.09659201866013,16.592897406431074,13.930857179746926,11.627782687425835,15.76103574766361
21.987407141544605,16.331026401013286,14.14815393457138,11.37201082291537,15.816748823650412
21.927154158617526,16.069131894990946,13.9520053989995,11.304624808594586,15.872979993084723
21.90037267351642,16.412459273781803,14.074892448255577,11.288339255717965,16.021975578034983
22.16549481781763,16.416762425956946,14.0375859273884,11.666524333557438,15.976853721703229
22.298459937304084,16.20074651491929,13.93566531575715,11.820574636405535,15.942030214157757
22.32135336445602,16.024351873564203,13.887418506862597,11.427076564373207,15.736422292877998
22.453868478050683,16.056716627475687,13.659120310159004,11.751588343794744,15.63491440999468
22.413351198022553,16.27154984250046,13.688272374442509,11.928992403349222,15.364616132806864
22.68102560309027,16.731808855612957,13.895748625910601,12.332138214220953,15.523619223134073
22.398861097688247,16.870736921165165,13.966238697903332,12.716771326851593,15.612017830086945
22.367122111205884,16.75856283924839,14.065721862934756,13.066504112809744,15.859177960031024
